scenario_id,theme_id,scenario_group,domain,product_type,product_family_rule,product_family_label,model_name,region,carrier,os_oneui_version,intent_type,affected_function,observed_symptom,symptom_qualifier_ko,trigger_event,usage_context,onset_relation,frequency,reproducibility,user_impact,severity,diagnostic_class,user_suspected_cause,suspected_component,cause_evidence_level,attempted_action,action_result,desired_resolution,hard_negative,safety_flag,ambiguity_level,provenance_type,is_real_voc,source_anchor_id,source_usage,target_channel,target_language,missing_information_profile,recommended_split,split_group,canonical_scenario_ko,generation_constraints
GVS-0372,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.DELIVERY,DELAY,쿠폰 조건을 충족했는데 적용되지 않음,UNKNOWN,COUPON,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TRAIN,GVS-0372,COMMERCE에서 UNKNOWN/COUPON 조건에 쿠폰 조건을 충족했는데 적용되지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0373,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.ORDER_PROMO,MISSING_DATA,교육 할인 인증이 반복 실패,UNKNOWN,EDUCATION_DISCOUNT,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S3,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0373,COMMERCE에서 UNKNOWN/EDUCATION_DISCOUNT 조건에 교육 할인 인증이 반복 실패,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0374,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.DELIVERY,VALUE_DISSATISFACTION,장바구니에서 결제 단계로 가며 가격이 변경,UNKNOWN,CART_PRICE,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S1,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0374,COMMERCE에서 UNKNOWN/CART_PRICE 조건에 장바구니에서 결제 단계로 가며 가격이 변경,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0375,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.ORDER_PROMO,NO_FUNCTION,결제 승인됐지만 주문 내역이 생성되지 않음,UNKNOWN,PAYMENT,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S2,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0375,COMMERCE에서 UNKNOWN/PAYMENT 조건에 결제 승인됐지만 주문 내역이 생성되지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0376,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.DELIVERY,DELAY,재고가 있는데 주문이 자동 취소,UNKNOWN,ORDER_CANCEL,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S3,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0376,COMMERCE에서 UNKNOWN/ORDER_CANCEL 조건에 재고가 있는데 주문이 자동 취소,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0377,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.ORDER_PROMO,MISSING_DATA,출시일이 지나도 배송 일정 안내가 없음,UNKNOWN,SHIPMENT_DELAY,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0377,COMMERCE에서 UNKNOWN/SHIPMENT_DELAY 조건에 출시일이 지나도 배송 일정 안내가 없음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0378,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.DELIVERY,VALUE_DISSATISFACTION,주문한 색상과 다른 제품이 도착,UNKNOWN,WRONG_COLOR,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0378,COMMERCE에서 UNKNOWN/WRONG_COLOR 조건에 주문한 색상과 다른 제품이 도착,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0379,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.ORDER_PROMO,NO_FUNCTION,사은품 신청 기록이 누락,UNKNOWN,MISSING_GIFT,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S3,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0379,COMMERCE에서 UNKNOWN/MISSING_GIFT 조건에 사은품 신청 기록이 누락,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0380,T38,주문·프로모션·배송,COMMERCE,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,COMMERCE.DELIVERY,DELAY,배송 박스와 제품 외관이 파손,UNKNOWN,DELIVERY_DAMAGE,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S1,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,ECOMMERCE|PAYMENT|PROMOTION|LOGISTICS,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0380,COMMERCE에서 UNKNOWN/DELIVERY_DAMAGE 조건에 배송 박스와 제품 외관이 파손,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0381,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,SERVICE_COMPLAINT,SERVICE.WARRANTY,DELAY,작은 외관 흠집을 이유로 무상수리가 거절,UNKNOWN,WARRANTY_DENIAL,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,SERVICE_REVIEW_OR_REMEDY,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0381,SERVICE에서 UNKNOWN/WARRANTY_DENIAL 조건에 작은 외관 흠집을 이유로 무상수리가 거절,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0382,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,WARRANTY_DISPUTE,SERVICE.REPAIR,VALUE_DISSATISFACTION,고장과 무관한 찍힘이 과실 판정 근거가 됨,UNKNOWN,COSMETIC_DAMAGE,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,WARRANTY_REASSESSMENT,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC023,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TRAIN,GVS-0382,SERVICE에서 UNKNOWN/COSMETIC_DAMAGE 조건에 고장과 무관한 찍힘이 과실 판정 근거가 됨,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0383,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,SERVICE_COMPLAINT,SERVICE.DATA_HANDLING,MISSING_DATA,같은 증상으로 여러 번 수리했지만 재발,UNKNOWN,REPEAT_REPAIR,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S3,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,SERVICE_REVIEW_OR_REMEDY,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0383,SERVICE에서 UNKNOWN/REPEAT_REPAIR 조건에 같은 증상으로 여러 번 수리했지만 재발,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0384,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,WARRANTY_DISPUTE,SERVICE.WARRANTY,NO_FUNCTION,부품 재고가 없어 수리 일정이 계속 미뤄짐,UNKNOWN,PARTS_SHORTAGE,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S4,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,WARRANTY_REASSESSMENT,FALSE,DATA_IRREVERSIBLE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC023,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0384,SERVICE에서 UNKNOWN/PARTS_SHORTAGE 조건에 부품 재고가 없어 수리 일정이 계속 미뤄짐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0385,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,SERVICE_COMPLAINT,SERVICE.REPAIR,DELAY,센터에서는 정상이라지만 집에서 재현,UNKNOWN,NO_FAULT_FOUND,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S1,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,SERVICE_REVIEW_OR_REMEDY,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0385,SERVICE에서 UNKNOWN/NO_FAULT_FOUND 조건에 센터에서는 정상이라지만 집에서 재현,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0386,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,WARRANTY_DISPUTE,SERVICE.DATA_HANDLING,VALUE_DISSATISFACTION,메인보드 교체 전 데이터 삭제 안내가 부족,UNKNOWN,MAINBOARD_REPLACE,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S2,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,WARRANTY_REASSESSMENT,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC023,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0386,SERVICE에서 UNKNOWN/MAINBOARD_REPLACE 조건에 메인보드 교체 전 데이터 삭제 안내가 부족,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0387,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,SERVICE_COMPLAINT,SERVICE.WARRANTY,MISSING_DATA,수리 후 사진과 인증 정보가 모두 사라짐,UNKNOWN,FACTORY_RESET,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S3,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,SERVICE_REVIEW_OR_REMEDY,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0387,SERVICE에서 UNKNOWN/FACTORY_RESET 조건에 수리 후 사진과 인증 정보가 모두 사라짐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0388,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,WARRANTY_DISPUTE,SERVICE.REPAIR,NO_FUNCTION,Maintenance Mode 사용법 안내를 받지 못함,UNKNOWN,MAINTENANCE_MODE,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S4,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,WARRANTY_REASSESSMENT,FALSE,DATA_IRREVERSIBLE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC023,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,VALID,GVS-0388,SERVICE에서 UNKNOWN/MAINTENANCE_MODE 조건에 Maintenance Mode 사용법 안내를 받지 못함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0389,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,SERVICE_COMPLAINT,SERVICE.DATA_HANDLING,DELAY,택배 수리 중 진행 상태를 알 수 없음,UNKNOWN,MAIL_IN,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S1,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,SERVICE_REVIEW_OR_REMEDY,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0389,SERVICE에서 UNKNOWN/MAIL_IN 조건에 택배 수리 중 진행 상태를 알 수 없음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0390,T39,보증·수리·데이터,SERVICE,SERVICE,SERVICE,SERVICE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,WARRANTY_DISPUTE,SERVICE.WARRANTY,VALUE_DISSATISFACTION,센터와 고객지원의 설명이 서로 다름,UNKNOWN,COMMUNICATION,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S2,SERVICE_PROCESS,SERVICE_POLICY_OR_PROCESS,SERVICE_PROCESS|PARTS|DIAGNOSIS|DATA_HANDLING,USER_GUESS,센터·고객지원 문의,UNSPECIFIED,WARRANTY_REASSESSMENT,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC023,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,VALID,GVS-0390,SERVICE에서 UNKNOWN/COMMUNICATION 조건에 센터와 고객지원의 설명이 서로 다름,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0391,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.VALUATION,VALUE_DISSATISFACTION,온라인 예상가보다 실제 판정가가 크게 낮음,UNKNOWN,GRADE_DOWN,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0391,COMMERCE에서 UNKNOWN/GRADE_DOWN 조건에 온라인 예상가보다 실제 판정가가 크게 낮음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0392,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.LOGISTICS,MISSING_DATA,화면 번인을 이유로 등급이 하락,UNKNOWN,SCREEN_BURN_IN,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TRAIN,GVS-0392,COMMERCE에서 UNKNOWN/SCREEN_BURN_IN 조건에 화면 번인을 이유로 등급이 하락,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0393,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.VALUATION,DELAY,IMEI 입력 오류로 접수가 취소,UNKNOWN,IMEI,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S3,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0393,COMMERCE에서 UNKNOWN/IMEI 조건에 IMEI 입력 오류로 접수가 취소,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0394,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.LOGISTICS,PHYSICAL_DAMAGE,택배 추적상 배송됐지만 기기를 찾지 못함,UNKNOWN,LOST_PACKAGE,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S1,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0394,COMMERCE에서 UNKNOWN/LOST_PACKAGE 조건에 택배 추적상 배송됐지만 기기를 찾지 못함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0395,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.VALUATION,VALUE_DISSATISFACTION,발송 전 사진과 검수 결과가 다름,UNKNOWN,PHOTO_EVIDENCE,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S2,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0395,COMMERCE에서 UNKNOWN/PHOTO_EVIDENCE 조건에 발송 전 사진과 검수 결과가 다름,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0396,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.LOGISTICS,MISSING_DATA,반납 기한 안내를 늦게 받아 혜택 취소,UNKNOWN,LATE_RETURN,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S3,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0396,COMMERCE에서 UNKNOWN/LATE_RETURN 조건에 반납 기한 안내를 늦게 받아 혜택 취소,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0397,T40,보상판매,TRADE_IN,COMMERCE,COMMERCE,COMMERCE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,PURCHASE_COMPLAINT,TRADE_IN.VALUATION,DELAY,차액 청구 이메일을 받지 못함,UNKNOWN,EMAIL_MISSING,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,COMMERCIAL_PROCESS,COMMERCE_OR_LOGISTICS_PROCESS,TRADE_IN_PROCESS|LOGISTICS|VALUATION,USER_GUESS,주문·택배·프로모션 문의,UNSPECIFIED,ORDER_REMEDY_OR_REFUND,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC022,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0397,COMMERCE에서 UNKNOWN/EMAIL_MISSING 조건에 차액 청구 이메일을 받지 못함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
